EventDate,CounterID,ClientIP,SearchEngineID,SearchPhrase,ResolutionWidth,Title,IsRefresh,DontCountHits
2013-07-10,44,22.100.246.82,7,,1920,architect,0,0
2013-07-22,44,151.126.144.239,8,Digitized 4thgeneration frame,1920,engage,0,0
2013-07-19,99,176.155.64.238,4,Devolved real-time process improvement,1366,engineer,0,0
2013-07-30,62,39.58.210.43,7,Public-key fresh-thinking application,1536,repurpose,0,0
2013-07-05,25,40.42.10.74,5,Stand-alone coherent policy,1440,implement,0,0
2013-07-09,99,172.155.116.106,8,Public-key directional paradigm,1440,integrate,0,0
2013-07-10,62,176.165.35.163,16,Compatible stable Local Area Network,1920,monetize,0,0
2013-07-07,10,195.7.25.65,3,Reduced methodical pricing structure,1920,generate,0,0
2013-07-15,10,14.41.119.83,1,Universal demand-driven intranet,1536,benchmark,0,0
2013-07-06,10,174.8.216.10,12,,1536,re-intermediate,0,0
2013-07-06,44,100.215.149.89,18,Grass-roots multi-tasking conglomeration,1440,strategize,0,0
2013-07-31,44,8.108.13.125,3,Compatible bifurcated info-mediaries,1920,drive,0,0
2013-07-25,25,61.229.149.77,9,Future-proofed tangible toolset,1366,re-intermediate,0,0
2013-07-22,10,190.55.22.124,13,,1366,reinvent,0,0
2013-07-07,10,156.161.140.16,9,Balanced homogeneous hub,1536,extend,0,0
2013-07-25,44,152.241.173.70,15,Future-proofed 24/7 secured line,1280,scale,0,0
2013-07-30,62,83.217.18.150,13,,1280,reinvent,1,1
2013-07-27,62,82.13.50.48,14,Function-based encompassing neural-net,1920,architect,0,0
2013-07-28,62,148.98.198.14,1,Persevering radical function,1280,maximize,1,1
2013-07-16,62,175.124.187.163,12,Right-sized asymmetric protocol,1366,enhance,0,0
2013-07-29,10,152.163.86.7,16,Polarized zero tolerance alliance,1280,mesh,0,0
2013-07-02,25,43.84.232.2,15,,1280,empower,0,0
2013-07-10,99,32.63.254.135,3,,1536,grow,0,0
2013-07-02,62,152.93.75.209,5,Profit-focused optimizing capability,1280,grow,0,0
2013-07-01,44,39.89.126.215,1,Total context-sensitive complexity,1366,extend,0,0
2013-07-06,62,33.198.12.80,10,Organic stable toolset,1366,generate,0,0
2013-07-15,44,88.66.116.241,3,,1536,enable,1,0
2013-07-07,62,17.152.98.5,12,Progressive multi-state policy,1536,streamline,0,0
2013-07-10,25,158.96.246.240,7,Digitized human-resource open system,1536,re-intermediate,0,0
2013-07-16,44,85.236.53.6,1,Cloned logistical model,1366,synergize,1,0
2013-07-18,62,84.84.129.116,16,Optional explicit protocol,1280,incubate,0,0
2013-07-16,44,111.217.4.89,8,Total methodical frame,1366,orchestrate,0,0
2013-07-21,62,103.122.191.236,19,Multi-lateral impactful open architecture,1536,harness,0,0
2013-07-02,99,158.155.237.112,17,Optimized demand-driven product,1366,embrace,0,0
2013-07-20,25,75.191.195.15,11,Enhanced maximized intranet,1536,re-contextualize,0,0
2013-07-24,62,133.80.241.177,13,Reactive holistic access,1920,cultivate,0,0
2013-07-06,25,167.62.116.147,18,Open-source bi-directional process improvement,1536,transition,0,0
2013-07-16,25,101.132.78.122,16,Balanced directional firmware,1440,aggregate,0,0
2013-07-18,62,179.164.210.175,13,Open-source maximized encoding,1440,transform,0,0
2013-07-03,25,118.54.107.76,6,Persistent grid-enabled matrices,1280,incubate,0,0
2013-07-07,62,16.67.191.70,12,,1366,disintermediate,0,0
2013-07-24,25,31.254.43.203,15,Up-sized zero-defect capacity,1920,enhance,0,0
2013-07-23,44,1.13.16.41,18,Multi-layered 6thgeneration solution,1366,embrace,0,0
2013-07-24,25,10.170.238.221,1,,1440,orchestrate,0,0
2013-07-24,10,44.34.190.47,11,Customer-focused attitude-oriented hub,1366,innovate,0,0
2013-07-10,25,208.61.3.47,7,Multi-channeled hybrid methodology,1536,matrix,0,0
2013-07-25,62,170.23.73.128,4,Total hybrid attitude,1366,incubate,0,0
2013-07-09,62,205.134.82.43,2,Down-sized heuristic groupware,1536,engineer,1,0
2013-07-14,44,186.34.130.233,10,Upgradable tertiary system engine,1920,integrate,1,0
2013-07-16,10,174.56.162.252,8,Persevering heuristic collaboration,1536,extend,1,0
2013-07-16,44,95.143.54.11,1,,1440,envisioneer,0,0
2013-07-18,10,204.157.128.211,4,Devolved 3rdgeneration model,1536,scale,0,0
2013-07-23,25,3.43.181.121,7,Vision-oriented national workforce,1366,maximize,0,0
2013-07-23,25,73.240.223.171,6,,1280,grow,0,0
2013-07-02,25,97.211.95.74,3,,1366,enhance,0,0
2013-07-03,10,21.102.33.35,8,Adaptive regional emulation,1280,expedite,0,0
2013-07-13,62,176.207.10.175,12,,1440,redefine,1,0
2013-07-25,10,85.219.15.132,6,Pre-emptive empowering Internet solution,1920,innovate,0,0
2013-07-22,44,113.35.247.117,6,Synergized radical collaboration,1366,engage,0,0
2013-07-09,25,33.198.12.80,14,Balanced logistical collaboration,1920,orchestrate,0,0
2013-07-05,44,184.186.213.176,18,,1280,visualize,0,0
2013-07-03,10,86.155.205.112,4,Mandatory homogeneous parallelism,1920,harness,0,0
2013-07-11,10,177.219.35.58,14,Phased incremental standardization,1440,envisioneer,0,0
2013-07-21,62,138.180.26.157,18,,1440,facilitate,0,0
2013-07-13,44,110.50.68.5,11,Object-based secondary migration,1440,enable,0,0
2013-07-08,62,169.198.94.204,16,Multi-channeled human-resource secured line,1366,matrix,0,0
2013-07-01,25,61.225.38.209,10,Decentralized global orchestration,1536,envisioneer,0,0
2013-07-16,44,74.189.166.63,5,Integrated next generation approach,1920,architect,0,0
2013-07-11,10,39.20.109.51,4,Configurable stable installation,1280,leverage,1,0
2013-07-22,10,218.234.172.57,1,,1440,exploit,0,0
2013-07-17,10,117.65.180.92,4,Object-based multi-tasking orchestration,1366,re-intermediate,0,0
2013-07-06,44,212.194.13.41,10,,1440,engage,0,0
2013-07-04,25,156.161.140.16,12,,1280,implement,0,1
2013-07-12,99,106.175.222.235,5,Synergistic background superstructure,1440,orchestrate,0,0
2013-07-17,25,205.202.76.53,19,Team-oriented client-driven challenge,1280,enhance,0,0
2013-07-25,62,63.57.140.58,9,Programmable directional database,1366,envisioneer,0,1
2013-07-09,62,132.218.74.114,13,User-centric uniform function,1366,benchmark,0,0
2013-07-21,25,130.147.74.147,7,Intuitive executive superstructure,1366,revolutionize,0,0
2013-07-12,25,74.42.140.83,3,,1920,utilize,0,0
2013-07-14,44,6.117.174.75,6,Open-architected maximized extranet,1536,enhance,0,0
2013-07-06,62,10.170.238.221,8,Streamlined asynchronous middleware,1920,reinvent,0,0
2013-07-17,62,106.200.155.102,6,Reduced human-resource help-desk,1440,deploy,0,0
2013-07-14,25,41.238.81.170,8,Automated non-volatile help-desk,1920,reinvent,0,0
2013-07-29,99,33.209.247.31,5,Vision-oriented background interface,1440,syndicate,0,0
2013-07-05,62,151.34.76.89,9,Optimized client-driven approach,1536,enable,0,0
2013-07-17,99,132.42.149.17,19,Configurable motivating budgetary management,1536,deliver,0,0
2013-07-06,99,150.98.254.188,1,Virtual methodical array,1536,scale,0,0
2013-07-26,99,31.206.125.62,8,Vision-oriented hybrid firmware,1280,grow,0,1
2013-07-19,25,204.46.211.210,15,Optional bandwidth-monitored projection,1920,disintermediate,0,0
2013-07-20,44,67.121.103.247,2,Enhanced intangible database,1280,seize,0,0
2013-07-24,25,41.24.106.221,7,Synergized well-modulated Local Area Network,1440,revolutionize,0,1
2013-07-29,62,39.39.251.169,14,Virtual fault-tolerant knowledgebase,1366,innovate,0,0
2013-07-04,62,81.201.250.17,12,,1920,engineer,0,0
2013-07-28,10,39.247.37.185,11,,1920,transform,0,0
2013-07-26,62,22.100.246.82,13,Operative intangible flexibility,1280,redefine,0,0
2013-07-09,10,46.254.13.206,17,Horizontal impactful attitude,1536,iterate,0,0
2013-07-28,44,145.223.33.67,11,,1440,harness,0,0
2013-07-07,25,42.181.142.210,8,Enhanced high-level monitoring,1366,grow,0,0
2013-07-17,99,85.143.159.30,6,Self-enabling explicit hierarchy,1280,reinvent,1,1
2013-07-23,44,12.36.83.150,4,Profit-focused 24/7 intranet,1280,target,1,0
2013-07-03,99,7.118.131.151,11,Polarized system-worthy architecture,1920,syndicate,0,0
2013-07-12,62,74.190.206.46,9,,1920,re-contextualize,0,0
2013-07-29,99,76.100.80.134,19,Distributed fault-tolerant hierarchy,1440,re-intermediate,0,0
2013-07-31,10,145.97.251.99,12,Synergistic encompassing structure,1536,expedite,0,0
2013-07-27,10,74.42.140.83,18,Up-sized global database,1366,innovate,0,0
2013-07-01,10,38.154.248.166,16,Team-oriented 3rdgeneration matrix,1920,orchestrate,0,0
2013-07-23,44,121.222.35.61,1,Function-based local capability,1366,innovate,0,0
2013-07-05,25,145.143.59.68,10,Quality-focused user-facing budgetary management,1280,cultivate,0,0
2013-07-18,99,139.34.151.112,13,Versatile attitude-oriented framework,1536,syndicate,0,0
2013-07-23,44,178.182.105.153,11,Multi-channeled mobile paradigm,1440,revolutionize,0,0
2013-07-13,62,166.51.111.6,16,Face-to-face client-server workforce,1366,repurpose,0,0
2013-07-22,62,174.56.162.252,11,Innovative needs-based firmware,1280,optimize,0,0
2013-07-01,10,197.240.123.149,2,Future-proofed 3rdgeneration customer loyalty,1366,transform,0,0
2013-07-14,10,88.74.3.54,14,,1920,transform,0,0
2013-07-26,44,85.247.159.188,15,Public-key multi-tasking moderator,1366,reinvent,1,1
2013-07-23,62,195.53.93.122,9,Down-sized executive Graphical User Interface,1536,extend,0,0
2013-07-14,44,197.240.123.149,19,Monitored solution-oriented system engine,1440,orchestrate,0,0
2013-07-14,44,8.149.109.86,5,,1440,drive,1,0
2013-07-03,25,194.245.187.107,11,,1920,monetize,0,0
2013-07-30,25,70.193.196.198,7,Secured modular open architecture,1536,seize,0,0
2013-07-07,62,132.34.183.126,16,Advanced reciprocal application,1366,utilize,0,0
2013-07-23,10,81.255.0.23,11,Object-based 5thgeneration complexity,1440,streamline,0,0
2013-07-06,62,188.31.234.217,18,Profound scalable forecast,1536,mesh,0,0
2013-07-12,62,191.19.168.24,5,Open-source multi-tasking service-desk,1440,scale,0,0
2013-07-05,44,136.52.63.233,11,,1280,disintermediate,0,0
2013-07-20,25,101.132.78.122,4,Customizable background matrix,1366,iterate,0,1
2013-07-17,25,20.148.109.203,9,Team-oriented systemic process improvement,1920,enable,0,0
2013-07-15,62,176.207.10.175,14,,1280,syndicate,1,0
2013-07-01,99,136.169.42.27,18,User-friendly stable concept,1280,generate,0,0
2013-07-26,10,66.106.73.167,1,Streamlined next generation Local Area Network,1440,revolutionize,0,0
2013-07-03,44,117.65.180.92,3,Horizontal object-oriented orchestration,1920,cultivate,0,1
2013-07-30,44,201.239.109.127,3,Diverse methodical policy,1920,orchestrate,1,0
2013-07-23,62,79.222.0.209,4,Multi-lateral 3rdgeneration Internet solution,1920,transform,0,0
2013-07-07,44,85.247.159.188,7,Multi-tiered transitional budgetary management,1280,envisioneer,0,0
2013-07-13,62,118.155.57.209,9,,1280,transform,0,0
2013-07-06,62,222.82.4.81,17,Customer-focused system-worthy matrix,1536,orchestrate,0,0
2013-07-31,44,183.60.141.10,12,,1280,generate,0,0
2013-07-31,62,132.42.149.17,14,Front-line asymmetric extranet,1280,re-intermediate,0,0
2013-07-13,99,194.191.237.71,2,Organic 3rdgeneration hub,1920,benchmark,0,1
2013-07-06,25,14.200.73.98,7,Persevering maximized paradigm,1920,revolutionize,0,0
2013-07-18,62,53.193.151.189,14,Optimized responsive emulation,1536,innovate,0,1
2013-07-14,62,32.4.120.166,8,Stand-alone actuating Internet solution,1536,strategize,0,0
2013-07-07,10,101.101.248.178,12,Customizable stable throughput,1366,incubate,0,0
2013-07-31,44,34.128.80.121,8,Centralized client-server functionalities,1366,orchestrate,0,0
2013-07-11,62,9.89.26.1,10,Operative attitude-oriented portal,1536,unleash,0,0
2013-07-30,44,180.95.30.94,18,Realigned didactic installation,1280,integrate,0,0
2013-07-09,62,32.245.106.90,12,Stand-alone interactive service-desk,1366,benchmark,0,0
2013-07-28,25,134.207.20.44,2,Open-source empowering matrix,1280,envisioneer,1,0
2013-07-20,62,39.247.37.185,7,Pre-emptive background neural-net,1366,leverage,0,0
2013-07-20,62,82.13.50.48,11,Inverse real-time access,1920,grow,0,0
2013-07-19,99,133.80.241.177,8,Right-sized mission-critical standardization,1366,whiteboard,0,0
2013-07-30,25,194.202.30.27,16,Universal fresh-thinking matrices,1440,deploy,0,0
2013-07-21,99,210.143.171.249,10,Mandatory methodical migration,1366,innovate,0,0
2013-07-13,44,22.196.212.120,12,Horizontal multi-state monitoring,1366,e-enable,0,0
2013-07-24,44,158.189.39.245,15,Multi-channeled client-driven migration,1366,disintermediate,1,0
2013-07-31,62,92.103.75.145,16,Organic 6thgeneration secured line,1440,monetize,0,0
2013-07-17,10,29.136.209.205,14,Synergized fresh-thinking product,1280,seize,0,0
2013-07-09,10,212.145.30.72,4,Balanced cohesive superstructure,1366,aggregate,0,0
2013-07-12,99,13.48.70.17,14,Sharable coherent software,1280,engineer,0,0
2013-07-16,10,110.107.13.182,13,Reduced bottom-line neural-net,1920,e-enable,0,0
2013-07-10,10,86.94.215.191,16,Devolved disintermediate attitude,1536,engineer,0,0
2013-07-15,62,108.59.128.202,1,,1366,cultivate,0,0
2013-07-16,25,103.212.161.181,3,,1280,utilize,0,0
2013-07-02,10,33.188.206.28,2,Organic cohesive service-desk,1920,orchestrate,0,0
2013-07-18,62,56.78.23.194,9,Proactive intangible framework,1440,transform,0,0
2013-07-18,99,89.228.61.167,2,Synchronized well-modulated concept,1440,deploy,0,0
2013-07-30,62,156.161.140.16,9,Intuitive eco-centric knowledgebase,1536,disintermediate,0,0
2013-07-13,25,212.15.225.41,3,Streamlined incremental neural-net,1536,empower,0,0
2013-07-27,62,192.245.57.240,3,Face-to-face non-volatile hardware,1536,harness,0,0
2013-07-02,10,38.30.108.229,7,,1440,incubate,0,0
2013-07-02,99,155.67.122.221,11,Cross-platform incremental access,1366,engineer,0,0
2013-07-28,44,108.231.169.131,4,Customer-focused real-time contingency,1366,harness,0,0
2013-07-27,25,117.83.169.104,12,Pre-emptive 4thgeneration task-force,1440,generate,0,0
2013-07-25,10,113.163.32.164,9,Visionary actuating throughput,1440,synthesize,0,0
2013-07-11,44,215.61.118.60,19,Innovative regional time-frame,1366,orchestrate,1,0
2013-07-29,62,171.54.9.76,15,Progressive didactic hierarchy,1280,iterate,0,0
2013-07-26,44,79.153.164.244,13,,1440,incentivize,1,0
2013-07-22,25,32.63.254.135,11,Multi-layered 24hour throughput,1280,incentivize,0,0
2013-07-12,44,98.185.155.146,2,,1366,cultivate,0,0
2013-07-02,25,27.36.5.19,16,Multi-lateral heuristic intranet,1366,maximize,0,0
2013-07-03,10,65.130.227.59,2,Public-key didactic alliance,1536,enhance,0,0
2013-07-11,99,11.91.1.247,12,,1280,scale,0,0
2013-07-19,99,166.178.239.222,11,Function-based scalable paradigm,1920,productize,0,0
2013-07-19,44,174.50.183.134,19,Multi-channeled neutral leverage,1536,optimize,0,0
2013-07-08,25,66.106.73.167,18,,1440,streamline,0,0
2013-07-30,44,148.90.68.8,14,Exclusive high-level structure,1366,seize,0,0
2013-07-24,25,139.154.84.152,10,Automated 5thgeneration moderator,1280,strategize,0,0
2013-07-23,44,130.74.93.208,13,Organic methodical migration,1366,enable,0,0
2013-07-15,44,122.68.177.25,10,,1536,monetize,0,0
2013-07-14,99,200.108.52.42,5,Virtual mobile open system,1366,cultivate,0,0
2013-07-13,10,91.4.213.71,17,Total global function,1536,cultivate,1,0
2013-07-23,44,31.170.55.31,17,,1536,strategize,0,0
2013-07-10,62,103.94.107.168,10,Object-based discrete workforce,1280,leverage,0,0
2013-07-27,62,161.176.3.17,11,Diverse attitude-oriented throughput,1440,harness,0,0
2013-07-23,62,64.1.156.239,1,Programmable hybrid service-desk,1440,generate,0,0
2013-07-30,62,107.172.237.173,12,Virtual explicit system engine,1440,reinvent,0,0
2013-07-01,10,45.247.235.104,7,Integrated fresh-thinking emulation,1366,extend,0,0
2013-07-15,62,208.61.112.248,12,Centralized empowering ability,1536,maximize,0,0
2013-07-01,25,93.119.66.49,16,Ameliorated intermediate secured line,1366,re-intermediate,0,0
2013-07-13,62,119.16.131.210,8,Fundamental directional solution,1920,enable,0,0
2013-07-08,25,204.247.88.147,3,Focused exuding pricing structure,1280,synergize,0,0
2013-07-21,44,12.36.83.150,9,Synergized multimedia focus group,1366,expedite,0,0
2013-07-01,44,28.170.209.216,1,Re-contextualized homogeneous info-mediaries,1920,evolve,0,0
2013-07-21,99,104.72.204.168,13,Vision-oriented empowering hardware,1920,innovate,0,0
2013-07-14,62,221.46.61.231,5,,1536,deliver,0,1
2013-07-08,62,206.24.92.155,3,Proactive tangible forecast,1536,re-contextualize,0,0
2013-07-29,62,219.47.241.90,17,Customizable full-range array,1440,streamline,1,0
2013-07-09,62,105.63.100.42,8,,1440,revolutionize,0,0
2013-07-14,62,159.184.99.96,19,Compatible cohesive matrix,1536,orchestrate,0,0
2013-07-10,25,108.240.40.202,8,Public-key dedicated moderator,1536,extend,0,0
2013-07-04,62,51.80.215.14,1,Visionary bottom-line service-desk,1536,benchmark,0,0
2013-07-19,62,100.215.149.89,10,Automated homogeneous encoding,1366,deliver,0,0
2013-07-20,10,128.102.2.184,19,Centralized contextually-based analyzer,1440,syndicate,0,0
2013-07-22,44,14.200.73.98,1,Managed needs-based knowledgebase,1536,target,0,0
2013-07-06,44,10.251.146.98,3,Versatile fault-tolerant installation,1536,synergize,0,0
2013-07-17,25,47.234.172.166,1,Digitized radical pricing structure,1366,grow,0,0
2013-07-15,44,91.29.103.40,10,Up-sized didactic adapter,1280,cultivate,0,0
2013-07-09,62,184.164.193.144,17,Focused secondary productivity,1920,visualize,0,0
2013-07-30,62,117.83.169.104,19,Universal multimedia leverage,1920,deliver,0,0
2013-07-10,44,61.198.214.137,10,Ameliorated discrete secured line,1280,cultivate,0,0
2013-07-09,44,132.218.74.114,12,Balanced global circuit,1920,deploy,0,0
2013-07-25,99,67.36.68.252,13,Organized bottom-line hierarchy,1280,matrix,0,0
2013-07-25,25,219.27.225.135,12,Configurable system-worthy task-force,1536,deploy,0,0
2013-07-30,62,27.122.172.72,5,Mandatory solution-oriented middleware,1920,engage,0,0
2013-07-07,10,145.121.6.22,18,Exclusive content-based framework,1366,whiteboard,0,0
2013-07-24,62,85.247.159.188,14,Digitized multimedia encryption,1280,harness,0,0
2013-07-25,62,57.215.111.191,7,Organic clear-thinking architecture,1280,empower,0,0
2013-07-10,10,175.38.3.206,10,Monitored clear-thinking customer loyalty,1440,enable,0,0
2013-07-10,62,211.20.153.51,5,Managed interactive utilization,1536,disintermediate,0,0
2013-07-16,62,76.168.215.224,9,Realigned empowering concept,1920,redefine,0,0
2013-07-27,62,46.46.82.31,1,,1280,leverage,1,0
2013-07-27,62,3.66.115.121,14,Visionary grid-enabled model,1366,deploy,0,0
2013-07-17,99,17.128.217.79,7,Secured incremental core,1920,unleash,0,0
2013-07-13,25,53.193.151.189,1,Enhanced encompassing protocol,1366,syndicate,0,0
2013-07-31,25,84.84.129.116,15,Monitored contextually-based ability,1280,seize,0,0
2013-07-26,10,32.246.91.122,18,Switchable asymmetric budgetary management,1536,iterate,0,0
2013-07-28,62,101.127.121.20,19,,1440,maximize,0,1
2013-07-13,10,171.181.162.162,15,Reduced actuating collaboration,1366,generate,0,0
2013-07-11,44,56.216.51.87,10,Vision-oriented secondary success,1536,engineer,0,0
2013-07-19,62,90.122.85.30,14,,1536,target,0,0
2013-07-11,10,19.155.237.111,19,,1536,synthesize,0,0
2013-07-24,62,111.113.179.171,14,Pre-emptive incremental solution,1366,seize,0,0
2013-07-13,62,13.84.61.29,15,Networked system-worthy functionalities,1920,streamline,0,0
2013-07-01,25,55.186.120.53,2,Automated systematic service-desk,1440,empower,0,0
2013-07-27,62,142.169.190.50,13,Fully-configurable disintermediate complexity,1280,utilize,1,0
2013-07-15,44,16.88.214.99,6,User-friendly multi-state core,1920,grow,0,0
2013-07-11,99,89.228.61.167,14,Multi-layered upward-trending frame,1536,seize,0,0
2013-07-02,99,139.217.41.214,17,Synchronized mission-critical focus group,1440,disintermediate,0,0
2013-07-14,44,163.158.162.59,4,,1280,utilize,0,0
2013-07-11,44,198.17.251.170,17,Reduced needs-based standardization,1440,incentivize,0,0
2013-07-18,62,123.186.195.218,11,Customizable intangible strategy,1536,optimize,0,0
2013-07-16,44,85.146.149.100,4,,1536,utilize,1,0
2013-07-17,44,30.21.204.108,7,Fully-configurable content-based ability,1280,architect,0,0
2013-07-17,25,173.234.199.169,1,Automated system-worthy forecast,1440,utilize,0,0
2013-07-03,25,162.97.114.51,9,Visionary multimedia solution,1280,seize,0,0
2013-07-22,10,95.143.54.11,17,Balanced 4thgeneration extranet,1366,empower,0,0
2013-07-07,44,97.191.51.101,11,Object-based homogeneous orchestration,1536,evolve,0,0
2013-07-08,62,51.80.215.14,19,Reduced fresh-thinking success,1366,deliver,0,0
2013-07-27,25,194.225.79.189,17,Exclusive 6thgeneration analyzer,1920,generate,0,1
2013-07-30,62,142.197.250.36,12,Sharable context-sensitive benchmark,1440,e-enable,0,0
2013-07-04,62,163.7.55.23,19,Robust leadingedge matrices,1536,facilitate,0,0
2013-07-18,44,139.217.41.214,9,,1366,incubate,0,0
2013-07-21,25,113.163.32.164,2,Profound non-volatile groupware,1280,transform,0,0
2013-07-25,10,39.96.147.56,17,Business-focused human-resource access,1440,drive,0,0
2013-07-08,62,91.206.18.123,2,Integrated neutral throughput,1440,optimize,0,0
2013-07-21,10,147.215.53.28,2,,1366,syndicate,0,0
2013-07-15,25,155.255.173.31,16,Customizable 4thgeneration parallelism,1536,expedite,1,0
2013-07-08,99,195.129.138.179,14,,1280,engage,0,0
2013-07-23,25,49.239.169.71,19,Robust multi-state process improvement,1920,synthesize,0,1
2013-07-22,10,154.167.142.55,18,Seamless content-based project,1280,reinvent,1,0
2013-07-29,10,163.209.84.175,13,Reverse-engineered dedicated migration,1920,innovate,1,0
2013-07-09,10,108.114.42.87,12,Optimized web-enabled emulation,1536,integrate,0,0
2013-07-10,25,111.22.26.7,7,,1366,reinvent,0,0
2013-07-18,44,21.20.107.147,6,,1366,incentivize,0,0
2013-07-19,99,152.241.173.70,6,Reactive asymmetric workforce,1920,syndicate,0,0
2013-07-15,62,62.205.215.118,14,Profound global focus group,1920,expedite,0,0
2013-07-26,10,223.157.7.97,5,Profit-focused empowering paradigm,1440,transform,0,0
2013-07-29,99,117.65.180.92,10,Distributed composite customer loyalty,1440,iterate,1,0
2013-07-14,10,108.231.169.131,18,Extended bi-directional array,1366,facilitate,0,0
2013-07-20,44,176.207.10.175,12,Multi-lateral leadingedge initiative,1536,enhance,1,0
2013-07-27,44,213.205.240.182,18,Inverse leadingedge infrastructure,1536,generate,0,0
2013-07-27,25,25.23.188.230,15,,1440,enhance,0,0
2013-07-31,25,35.229.47.77,16,Up-sized multimedia projection,1440,syndicate,0,0
2013-07-29,25,211.85.144.14,2,Upgradable foreground neural-net,1440,implement,0,0
2013-07-23,99,175.38.3.206,8,Public-key static implementation,1366,brand,0,0
2013-07-14,44,69.59.130.12,15,Profound national budgetary management,1920,syndicate,0,0
2013-07-29,62,167.235.13.111,14,,1536,synthesize,1,0
2013-07-31,25,92.66.225.211,15,User-centric grid-enabled extranet,1366,deliver,0,0
2013-07-21,99,20.148.109.203,8,Switchable holistic installation,1280,synthesize,0,0
2013-07-06,44,94.0.240.126,19,,1536,generate,0,0
2013-07-30,99,67.186.142.72,6,Customizable eco-centric interface,1920,reinvent,0,0
2013-07-06,62,132.218.74.114,9,Implemented background secured line,1536,leverage,0,0
2013-07-18,62,202.192.89.113,11,Profound bifurcated groupware,1536,engage,0,0
2013-07-02,10,180.21.124.38,4,Assimilated tangible concept,1366,grow,0,0
2013-07-26,10,196.151.90.209,11,Total zero-defect knowledge user,1920,matrix,0,0
2013-07-22,10,145.143.59.68,12,Horizontal stable paradigm,1280,reinvent,1,0
2013-07-22,44,164.249.30.194,7,Devolved 5thgeneration algorithm,1280,re-contextualize,0,0
2013-07-02,25,190.161.73.55,5,Customer-focused dynamic groupware,1280,grow,0,0
2013-07-22,62,187.208.212.89,5,,1920,morph,0,0
2013-07-21,10,130.42.181.115,12,Vision-oriented dynamic capacity,1366,deploy,0,0
2013-07-26,10,17.152.98.5,15,Balanced content-based parallelism,1920,e-enable,1,0
2013-07-20,44,11.218.192.26,5,Automated asynchronous success,1440,monetize,0,0
2013-07-14,62,83.217.18.150,7,Sharable even-keeled support,1920,incubate,1,0
2013-07-23,62,174.50.183.134,14,,1920,incubate,0,0
2013-07-09,25,74.167.255.191,14,,1920,integrate,0,1
2013-07-23,25,218.4.253.205,14,Centralized impactful solution,1440,transform,0,0
2013-07-31,62,89.241.1.118,14,Implemented well-modulated projection,1920,re-contextualize,0,0
2013-07-20,44,66.2.193.165,5,,1440,cultivate,0,0
2013-07-17,44,202.140.83.243,3,Realigned uniform hub,1280,re-intermediate,0,0
2013-07-09,99,38.30.108.229,17,Inverse asynchronous model,1280,visualize,1,0
2013-07-23,25,71.129.197.49,19,Organic tangible solution,1920,iterate,0,1
2013-07-20,44,57.215.111.191,19,,1366,monetize,0,0
2013-07-21,62,199.45.220.112,14,Synergized responsive budgetary management,1440,repurpose,0,0
2013-07-28,99,122.68.177.25,11,,1280,mesh,0,0
2013-07-07,25,218.39.236.7,13,Multi-lateral stable Local Area Network,1440,generate,0,0
2013-07-18,62,152.93.75.209,2,Progressive directional utilization,1920,architect,0,0
2013-07-06,10,20.148.109.203,6,Self-enabling logistical artificial intelligence,1280,syndicate,0,0
2013-07-07,44,93.106.206.38,15,Realigned interactive service-desk,1280,generate,1,0
2013-07-18,10,112.202.237.223,6,Stand-alone high-level moratorium,1280,reinvent,0,0
2013-07-23,62,51.61.54.196,19,,1440,reinvent,0,0
2013-07-25,62,66.61.249.170,18,Open-architected value-added workforce,1920,facilitate,0,0
2013-07-19,62,188.29.61.238,16,,1920,deploy,0,0
2013-07-21,10,187.81.58.63,13,Decentralized neutral knowledge user,1440,exploit,0,0
2013-07-30,25,85.236.53.6,4,Horizontal 3rdgeneration open architecture,1366,generate,0,0
2013-07-07,25,39.20.109.51,17,,1440,unleash,0,0
2013-07-25,99,125.118.231.234,18,Seamless dynamic artificial intelligence,1536,generate,0,0
2013-07-27,44,61.74.67.57,17,Distributed mobile data-warehouse,1440,architect,0,0
2013-07-17,10,33.203.85.228,16,Innovative value-added initiative,1440,deliver,0,0
2013-07-01,10,88.158.139.187,12,Reactive zero-defect customer loyalty,1366,architect,0,0
2013-07-21,62,135.228.47.45,4,Visionary solution-oriented Internet solution,1536,expedite,0,0
2013-07-28,25,53.150.42.165,2,Integrated responsive process improvement,1440,whiteboard,0,0
2013-07-02,10,91.29.103.40,14,Cross-platform static capacity,1536,synergize,0,0
2013-07-01,99,210.143.171.249,13,De-engineered homogeneous instruction set,1280,deliver,0,0
2013-07-14,62,46.127.194.124,4,Distributed next generation hub,1536,monetize,0,0
2013-07-28,99,75.134.252.81,6,Optional bi-directional groupware,1366,innovate,0,0
2013-07-06,62,151.173.116.114,15,Future-proofed exuding application,1536,facilitate,0,0
2013-07-05,62,217.191.76.137,19,Automated foreground website,1280,strategize,0,0
2013-07-21,25,205.124.173.249,16,Optimized value-added parallelism,1366,utilize,1,0
2013-07-12,44,71.146.10.67,5,Upgradable solution-oriented project,1366,engage,1,0
2013-07-06,25,2.43.131.1,18,,1440,harness,0,0
2013-07-06,62,187.208.212.89,9,Intuitive attitude-oriented service-desk,1280,monetize,0,0
2013-07-10,99,220.16.254.196,9,,1440,synergize,0,0
2013-07-13,44,172.105.214.70,12,Optimized 3rdgeneration parallelism,1536,syndicate,0,0
